Title,Artist,id,artist_genres,is_single,total_tracks,release_date,day_of_week,release_season,Year,is_top100,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,words_count,stopwords_count,blobs_polarity,words_neg_count,words_pos_count,words_curse_count,avg_most_common_words_size,words_repeat_count,words_negative_pct,words_positive_pct,words_curse_pct,words_repeat_pct,stopwords_pct
Formation,Beyonce,6g0Orsxv6glTJCt4cHsRsQ,"['dance pop', 'pop', 'post-teen pop', 'r&b']",1,13,2016-04-23,6,1,2016,0,0.00532,0.8959999999999999,206080,0.621,0.0,5,0.196,-6.857,0,0.237,121.966,4,0.818,3300.0,173,1,648,1500,8,5.62,353,19.64,45.45,0.24,10.7,5.24
Go Fuck Yourself,Two Feet,4NZrZgrRoR4GwR7flWOXRI,"['indie poptimism', 'modern rock']",0,4,2016-07-29,5,2,2016,0,0.5710000000000001,0.765,129600,0.327,0.0479,6,0.0787,-8.029,1,0.277,74.931,4,0.292,300.0,18,0,48,100,2,5.13,34,16.0,33.33,0.67,11.33,6.0
Unstoppable,Sia,2J2Z1SkXYghSajLibnQHOa,"['australian dance', 'australian pop', 'dance pop', 'pop']",1,12,2016-01-29,5,4,2016,0,0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.26,1621.0,74,0,264,225,1,5.54,148,16.29,13.88,0.06,9.13,4.57
Can I Be Him,James Arthur,5ZMCXFJe9EyL9TM6PrA56U,"['pop', 'post-teen pop', 'talent show', 'uk pop']",1,18,2016-10-28,5,3,2016,0,0.308,0.696,246880,0.5429999999999999,0.0,11,0.0939,-6.164,1,0.0489,107.969,4,0.479,1482.0,143,0,336,450,0,4.92,109,22.67,30.36,0.0,7.35,9.65
Come Down,Anderson Paak,276zciJ7Fg7Jk6Ta6QuLkp,['escape room'],1,16,2016-01-15,5,4,2016,0,0.271,0.841,169727,0.898,0.0151,8,0.304,-7.135,1,0.104,98.401,4,0.931,1746.0,109,0,528,425,6,5.0,180,30.24,24.34,0.34,10.31,6.24
Ophelia,The Lumineers,5NORWMFC27ywGSZxi8uquP,"['folk-pop', 'modern rock', 'stomp and holler']",1,11,2016-04-08,5,1,2016,0,0.613,0.664,160097,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.5660000000000001,797.0,44,0,168,50,0,5.24,86,21.08,6.27,0.0,10.79,5.52
How Far Ill Go,Aulii Cravalho,6mb6lVLNrcUgLnEN8QnDJd,"['disney', 'hollywood', 'movie tunes', 'show tunes']",1,59,2016-11-18,5,3,2016,0,0.649,0.5710000000000001,163387,0.307,0.0,1,0.17800000000000002,-10.958,0,0.0499,83.72,4,0.108,1204.0,77,0,504,475,0,5.27,105,41.86,39.45,0.0,8.72,6.4
Alive,Sia,4E3afPSY5fUEelQS9ppL0e,"['australian dance', 'australian pop', 'dance pop', 'pop']",1,12,2016-01-29,5,4,2016,0,0.254,0.508,263520,0.762,0.000122,6,0.108,-4.217,0,0.0489,99.963,4,0.444,1775.0,105,0,960,100,0,5.51,161,54.08,5.63,0.0,9.07,5.92
Chill Bill,Rob stone,5uDASfU19gDxSjW8cnCaBp,['san diego rap'],0,1,2016-06-17,5,2,2016,0,0.0312,0.8859999999999999,177184,0.4270000000000001,0.00099,6,0.0906,-10.028,1,0.145,108.034,4,0.23,1500.0,119,0,120,200,17,5.19,146,8.0,13.33,1.13,9.73,7.93
My Way,Calvin Harris,1vvNmPOiUuyCbgWmtc6yfm,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",0,1,2016-09-16,5,3,2016,0,0.0935,0.8190000000000001,219160,0.913,3.72e-05,4,0.161,-3.059,0,0.0427,119.989,4,0.536,1291.0,98,0,48,500,0,5.42,86,3.72,38.73,0.0,6.66,7.59
Hold Up,Beyonce,0rzNMzZsubFcXSEh7dnem7,"['dance pop', 'pop', 'post-teen pop', 'r&b']",1,13,2016-04-23,6,1,2016,0,0.745,0.524,221093,0.397,0.0,0,0.521,-11.936,1,0.405,80.744,4,0.552,2817.0,211,0,840,475,10,5.11,280,29.82,16.86,0.35,9.94,7.49
Youre Welcome,Dwayne Johnson,6U4VqEHy4n5VeiH4pQPL24,[],1,59,2016-11-18,5,3,2016,0,0.29,0.7879999999999999,163893,0.745,0.0,5,0.0373,-7.072,1,0.258,135.278,4,0.672,1787.0,109,1,288,975,2,5.64,169,16.12,54.56,0.11,9.46,6.1
Nights,Frank Ocean,7eqoqGkKwgOaWNNHx90uEZ,"['alternative r&b', 'lgbtq+ hip hop', 'neo soul', 'pop']",1,17,2016-08-20,6,2,2016,0,0.42,0.466,307151,0.5479999999999999,1.01e-06,5,0.113,-9.362,0,0.118,89.815,4,0.423,3177.0,178,0,528,925,36,5.64,331,16.62,29.12,1.13,10.42,5.6
Cold Little Heart,Michael Kiwanuka,0qprlw0jfsW4H9cG0FFE0Z,"['british soul', 'neo soul', 'soul']",1,10,2016-07-15,5,2,2016,0,0.487,0.489,597600,0.404,0.0485,8,0.14,-7.815,1,0.0261,108.01,4,0.153,1059.0,90,0,456,275,0,5.26,73,43.06,25.97,0.0,6.89,8.5
Stole the Show,Kygo,5masKPHeAOVNgxdLebIcK7,"['edm', 'pop', 'tropical house']",1,15,2016-05-13,5,1,2016,0,0.271,0.64,223187,0.635,0.0,8,0.319,-7.565,0,0.226,100.034,4,0.475,1309.0,94,0,552,250,0,5.15,132,42.17,19.1,0.0,10.08,7.18
Go Flex,Post Malone,5yuShbu70mtHXY0yLzCQLQ,"['dfw rap', 'melodic rap', 'rap']",1,18,2016-12-09,5,4,2016,0,0.228,0.665,179613,0.498,0.0,5,0.0757,-8.185,1,0.0831,81.96700000000001,4,0.127,2099.0,164,0,1032,525,5,5.16,198,49.17,25.01,0.24,9.43,7.81
Good as Hell,Lizzo,3Yh9lZcWyKrK9GjbhuS0hR,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",0,2,2016-03-09,3,1,2016,0,0.256,0.682,159736,0.919,0.0,0,0.442,-3.18,0,0.0875,95.982,4,0.535,1773.0,139,1,144,625,22,4.97,197,8.12,35.25,1.24,11.11,7.84
Firestone,Kygo,1I8tHoNBFTuoJAlh4hfVVE,"['edm', 'pop', 'tropical house']",1,15,2016-05-13,5,1,2016,0,0.408,0.486,273684,0.652,6.63e-05,11,0.077,-7.226,0,0.052000000000000005,113.055,4,0.391,908.0,73,1,0,425,0,5.5,83,0.0,46.81,0.0,9.14,8.04
Fuck It up,Kamaiyah,4rr19p6NPfg8oUazZQnkS8,"['cali rap', 'west coast trap']",1,16,2016-03-23,3,1,2016,0,0.4320000000000001,0.634,141845,0.669,0.0,0,0.552,-7.369,1,0.0682,98.044,4,0.431,1794.0,147,0,672,750,24,5.27,156,37.46,41.81,1.34,8.7,8.19
Aint Your Mama,Jennifer Lopez,2hgzdQdnfWwtdpZbhZlV72,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",0,1,2016-04-07,4,1,2016,0,0.0472,0.757,218235,0.6779999999999999,9.14e-06,8,0.0654,-5.529,0,0.233,120.075,4,0.82,2111.0,127,0,648,175,0,5.49,192,30.7,8.29,0.0,9.1,6.02
Spirits,The Strumbellas,7GJ572zvnU94VZVrj5XRtb,"['canadian folk', 'canadian indie', 'folk-pop', 'pop rock', 'stomp and holler']",1,11,2016-04-22,5,1,2016,0,0.163,0.556,203653,0.6579999999999999,0.0,0,0.113,-6.075,1,0.0265,80.529,4,0.787,1588.0,123,0,360,50,0,5.35,135,22.67,3.15,0.0,8.5,7.75
beibs in the trap,Travis Scott,0ESJlaM8CE1jRWaNtwSNj8,['rap'],1,14,2016-09-16,5,3,2016,0,0.24,0.743,213863,0.5710000000000001,0.0,7,0.29100000000000004,-6.0539999999999985,0,0.145,119.054,4,0.495,2466.0,158,0,552,375,17,5.24,278,22.38,15.21,0.69,11.27,6.41
Money Longer,Lil Uzi Vert,0B8QzDH7YWih85V5SEMnyJ,"['melodic rap', 'philly rap', 'rap']",1,9,2016-05-27,5,1,2016,0,0.0541,0.795,198944,0.568,0.0,5,0.108,-7.817,0,0.142,136.173,4,0.478,2227.0,158,0,840,750,6,5.28,203,37.72,33.68,0.27,9.12,7.09
My Favorite Part,Mac Miller,66wkCYWlXzSTQAfnsPBptt,"['hip hop', 'pittsburgh rap', 'rap']",1,10,2016-09-16,5,3,2016,0,0.627,0.861,216000,0.33,1.93e-06,6,0.14,-7.194,1,0.0526,95.016,4,0.718,1469.0,111,1,384,450,0,5.22,140,26.14,30.63,0.0,9.53,7.56
Psycho Pt 2,Russ,26OhjtaTamFocE08t83ml6,"['hawaiian hip hop', 'pop', 'pop rap', 'rap']",0,1,2016-11-08,2,3,2016,0,0.775,0.7659999999999999,161985,0.5479999999999999,5.57e-06,10,0.1,-4.29,1,0.235,82.944,4,0.424,1688.0,106,0,192,175,8,5.71,156,11.37,10.37,0.47,9.24,6.28
sex,EDEN,26ZX2JrAb8AFbr8FFfAsO7,"['indie poptimism', 'modern rock', 'pop']",1,7,2016-08-19,5,2,2016,0,0.162,0.413,218808,0.521,0.0,9,0.32299999999999995,-4.4689999999999985,1,0.0466,103.391,4,0.532,1570.0,88,0,840,400,0,5.26,155,53.5,25.48,0.0,9.87,5.61
Neighbors,J Cole,0utlOiJy2weVl9WTkcEWHy,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",1,10,2016-12-09,5,4,2016,0,0.319,0.898,216520,0.28300000000000003,0.000383,6,0.11,-12.335,0,0.35600000000000004,138.97,4,0.469,2910.0,155,0,288,500,19,5.56,314,9.9,17.18,0.65,10.79,5.33
Superhero,Unknown Brain,7EYv3adMrIC5mqurz7fHhD,"['bass trap', 'gaming edm', 'traprun']",0,1,2016-11-26,6,3,2016,0,0.028,0.669,179225,0.937,1.7899999999999998e-05,8,0.318,-4.0539999999999985,0,0.0714,75.013,4,0.223,615.0,45,0,72,525,0,5.13,58,11.71,85.37,0.0,9.43,7.32
Versace on the Floor,Bruno Mars,0kN8xEmgMW9mh7UmDYHlJP,"['dance pop', 'pop', 'post-teen pop']",1,9,2016-11-17,4,3,2016,0,0.196,0.578,261240,0.574,0.0,2,0.083,-6.209,1,0.0454,174.15200000000004,4,0.301,1538.0,150,0,240,400,0,5.04,144,15.6,26.01,0.0,9.36,9.75
XO,EDEN,0ZAiqymvbQUZAh9y6ZT3Rm,"['indie poptimism', 'modern rock', 'pop']",1,7,2016-08-19,5,2,2016,0,0.625,0.611,159512,0.39,0.0,2,0.118,-5.8610000000000015,0,0.116,163.89700000000005,4,0.617,1157.0,87,0,288,250,1,5.28,108,24.89,21.61,0.09,9.33,7.52
Love & Hate,Michael Kiwanuka,7oOEFDLSQscl0uGulnIEmG,"['british soul', 'neo soul', 'soul']",1,10,2016-07-15,5,2,2016,0,0.157,0.278,427093,0.494,0.000407,7,0.173,-7.853,0,0.029,169.66099999999997,4,0.527,1204.0,88,0,312,225,0,5.71,109,25.91,18.69,0.0,9.05,7.31
DUELE EL CORAZON,Enrique Iglesias,6YZdkObH88npeKrrkb8Ggf,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",0,1,2016-04-18,1,1,2016,0,0.0786,0.7240000000000001,200813,0.904,0.0,8,0.226,-3.354,0,0.0966,90.999,4,0.846,1846.0,33,1,72,50,0,5.46,163,3.9,2.71,0.0,8.83,1.79
Ivy,Frank Ocean,2ZWlPOoWh0626oTaHrnl2a,"['alternative r&b', 'lgbtq+ hip hop', 'neo soul', 'pop']",1,17,2016-08-20,6,2,2016,0,0.782,0.5670000000000001,249191,0.388,0.000309,9,0.248,-9.579,0,0.0384,116.362,4,0.452,1831.0,106,0,1056,500,1,5.39,186,57.67,27.31,0.05,10.16,5.79
This Girl Kungs Vs Cookin On 3 Burners,Kungs,1A8j067qyiNwQnZT0bzUpZ,"['deep tropical house', 'edm', 'new french touch', 'tropical house']",1,12,2016-11-04,5,3,2016,0,0.0927,0.792,195547,0.7170000000000001,3.59e-05,0,0.226,-4.759,0,0.0393,121.985,4,0.466,965.0,67,0,216,100,0,5.13,89,22.38,10.36,0.0,9.22,6.94
Are You With Me,Lost Frequencies,4255amV4enzl28KAn16rUO,"['belgian edm', 'edm', 'pop', 'tropical house']",1,16,2016-10-21,5,3,2016,0,0.262,0.763,138013,0.608,2.5e-05,5,0.12,-8.1,0,0.035,121.02,4,0.393,849.0,81,0,0,125,0,6.0,65,0.0,14.72,0.0,7.66,9.54
Die For You,The Weeknd,2Ch7LmS7r2Gy2kc64wv3Bz,"['canadian contemporary r&b', 'canadian pop', 'pop']",1,18,2016-11-25,5,3,2016,0,0.111,0.586,260253,0.525,0.0,1,0.134,-7.1629999999999985,0,0.0615,133.629,4,0.508,2027.0,114,0,600,500,0,5.26,199,29.6,24.67,0.0,9.82,5.62
Reality,Lost Frequencies,1Mys1gf9SkMBAVGGxpkJ7d,"['belgian edm', 'edm', 'pop', 'tropical house']",1,16,2016-10-21,5,3,2016,0,0.0197,0.7140000000000001,159480,0.6970000000000001,2e-06,1,0.0697,-7.887,0,0.032,122.145,4,0.602,999.0,72,0,312,300,0,5.56,93,31.23,30.03,0.0,9.31,7.21
X,21 Savage,6fwdbPMwP1zVStm8FybmkO,"['atl hip hop', 'rap', 'trap']",1,9,2016-07-15,5,2,2016,0,0.373,0.835,258880,0.413,0.00133,1,0.101,-9.81,1,0.396,149.004,4,0.111,2829.0,215,0,1272,525,41,5.38,279,44.96,18.56,1.45,9.86,7.6
Sleep On The Floor,The Lumineers,44uOreAESeRIBaxkuCW4wN,"['folk-pop', 'modern rock', 'stomp and holler']",1,11,2016-04-08,5,1,2016,0,0.249,0.389,211851,0.431,0.0,7,0.13,-8.061,1,0.0344,142.14,4,0.275,1146.0,81,0,312,150,1,5.3,108,27.23,13.09,0.09,9.42,7.07
Photosynthesis,Saba,3DlgDXIYtnWtJKiB8bZQMv,"['alternative r&b', 'chicago rap', 'hip hop', 'rap', 'underground hip hop']",1,13,2016-10-27,4,3,2016,0,0.536,0.777,201733,0.662,4.61e-06,7,0.593,-8.392999999999999,1,0.27,111.13,4,0.634,2629.0,206,0,360,525,1,5.52,221,13.69,19.97,0.04,8.41,7.84
I Cant Go On Without You,KALEO,1dX6oGAG5PaexuPj29PsYd,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",1,10,2016-06-10,5,2,2016,0,0.655,0.368,377000,0.267,2.24e-05,8,0.0834,-9.395,0,0.0428,91.88,4,0.194,1417.0,68,0,408,225,0,5.45,142,28.79,15.88,0.0,10.02,4.8
Reminder,The Weeknd,37F0uwRSrdzkBiuj0D5UHI,"['canadian contemporary r&b', 'canadian pop', 'pop']",1,18,2016-11-25,5,3,2016,0,0.142,0.705,218880,0.505,0.0,8,0.16399999999999998,-6.922999999999999,1,0.192,160.043,4,0.391,2186.0,146,0,1080,750,16,5.14,221,49.41,34.31,0.73,10.11,6.68
Love Myself,Hailee Steinfeld,36phXHOKx8rO7CMp2vNX4x,"['dance pop', 'pop', 'post-teen pop']",0,5,2016-02-26,5,4,2016,0,0.0026,0.617,218773,0.759,0.0,0,0.419,-6.785,0,0.0677,122.925,4,0.324,1866.0,84,1,360,200,0,5.13,197,19.29,10.72,0.0,10.56,4.5
PRBLMS,6LACK,4AtZRwSR8BOTTQg5ihSggt,"['alternative r&b', 'atl hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",1,14,2016-11-18,5,3,2016,0,0.0307,0.417,246773,0.58,1.45e-06,9,0.179,-4.574,1,0.207,68.58,5,0.139,2843.0,252,0,528,300,33,4.88,252,18.57,10.55,1.16,8.86,8.86
Emperors New Clothes,Panic At The Disco,3px2rAPu74ltbkf9eZsZ8h,"['baroque pop', 'emo', 'modern rock']",1,11,2016-01-15,5,4,2016,0,0.00302,0.562,158667,0.904,0.0,1,0.0433,-4.947,1,0.0807,94.481,4,0.6509999999999999,1458.0,64,0,480,350,0,5.64,158,32.92,24.01,0.0,10.84,4.39
Makeba,Jain,5JdLUE9D743ob2RtgmVpVx,['french indie pop'],1,10,2016-10-21,5,3,2016,0,0.388,0.8240000000000001,249533,0.6559999999999999,0.506,2,0.253,-9.432,1,0.0704,116.068,4,0.418,1072.0,60,0,72,50,0,5.14,118,6.72,4.66,0.0,11.01,5.6
Islands in the Stream,Dolly Parton,6apPqjW8ezpKEicAkkBlvO,"['classic country pop', 'country', 'country dawn']",1,22,2016-08-19,5,2,2016,0,0.68,0.611,250053,0.524,0.0,8,0.0753,-8.256,1,0.035,203.787,4,0.73,1597.0,136,0,744,325,0,5.43,140,46.59,20.35,0.0,8.77,8.52
7 Years Remix,Sik World,1kFlDnWmBTvCBxxeGDpIdp,"['pop rap', 'rap']",0,1,2016-06-04,6,2,2016,0,0.227,0.8109999999999999,134197,0.609,0.0,10,0.102,-8.376,1,0.0996,120.071,4,0.439,2199.0,156,0,936,700,5,5.42,205,42.56,31.83,0.23,9.32,7.09
Solo Dance,Martin Jensen,10AsRVRdU07cMAFHeGYO3c,"['big room', 'dance pop', 'danish electronic', 'edm', 'electro house', 'pop', 'pop edm', 'tropical house']",0,1,2016-11-04,5,3,2016,0,0.0485,0.746,174933,0.846,0.0,9,0.195,-2.432,1,0.048,114.955,4,0.403,892.0,54,0,216,200,0,4.6,103,24.22,22.42,0.0,11.55,6.05
You Dont Own Me,SAYGRACE,6KI1ZpZWYAJLvmVhCJz65G,"['pop', 'r&b']",1,14,2016-07-01,5,2,2016,0,0.159,0.332,201493,0.635,2.79e-06,7,0.0599,-5.653,1,0.0898,186.249,3,0.261,1673.0,132,0,456,400,2,5.25,142,27.26,23.91,0.12,8.49,7.89
Mama Said,Lukas Graham,5ArQzSBevAdXTxRY6Ulhbq,"['danish pop', 'pop', 'scandipop']",1,11,2016-04-01,5,1,2016,0,0.0447,0.7120000000000001,206903,0.799,6.4e-05,7,0.37,-4.564,0,0.0703,83.99600000000002,4,0.591,2119.0,142,0,888,900,1,5.43,218,41.91,42.47,0.05,10.29,6.7
You Want It Darker,Leonard Cohen,5zb7npjQqoJ7Kcpq4yD9qn,"['canadian folk', 'canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",1,9,2016-10-21,5,3,2016,0,0.613,0.674,284373,0.327,0.199,4,0.0756,-16.986,0,0.0574,108.995,4,0.494,1196.0,75,0,288,125,1,5.59,119,24.08,10.45,0.08,9.95,6.27
Sorry,Beyonce,0lnIJmgcUpEpe4AZACjayW,"['dance pop', 'pop', 'post-teen pop', 'r&b']",1,13,2016-04-23,6,1,2016,0,0.00175,0.775,232560,0.598,4.44e-06,2,0.253,-7.274,1,0.0535,129.988,4,0.35600000000000004,2104.0,105,0,1224,525,8,5.26,224,58.17,24.95,0.38,10.65,4.99
Wats Wrong,Isaiah Rashad,2RPbEp0DyBVlkRvvYKopO7,"['hip hop', 'rap', 'underground hip hop']",1,17,2016-09-02,5,3,2016,0,0.151,0.706,330783,0.688,0.0,1,0.466,-6.357,1,0.269,125.966,4,0.313,4360.0,318,0,1008,725,25,5.22,408,23.12,16.63,0.57,9.36,7.29
All The Pretty Girls,KALEO,0QQIhT6PtJ5glyn4HKNKQ6,"['icelandic indie', 'icelandic rock', 'modern alternative rock', 'modern rock']",1,10,2016-06-10,5,2,2016,0,0.626,0.466,269893,0.496,6.22e-06,1,0.117,-6.606,1,0.0302,74.747,4,0.35200000000000004,1123.0,82,0,576,275,1,5.05,103,51.29,24.49,0.09,9.17,7.3
Party Monster,The Weeknd,4F7A0DXBrmUAkp32uenhZt,"['canadian contemporary r&b', 'canadian pop', 'pop']",1,18,2016-11-25,5,3,2016,0,0.188,0.5720000000000001,249213,0.631,2.31e-05,1,0.259,-8.389,1,0.104,77.51899999999998,4,0.219,2850.0,238,1,960,1025,3,5.19,292,33.68,35.96,0.11,10.25,8.35
Cant Help Falling in Love,Haley Reinhart,6yIHGmQLJxWAUZ1ZkENemN,['idol'],1,11,2016-04-29,5,1,2016,0,0.947,0.41,173175,0.0485,0.0,0,0.108,-13.918,1,0.038,137.97,4,0.247,526.0,33,1,48,50,0,4.76,55,9.13,9.51,0.0,10.46,6.27
Pull The Trigger,Russ,2oy5kjcc7itM64xk00Gz2c,"['hawaiian hip hop', 'pop', 'pop rap', 'rap']",0,1,2016-08-23,2,2,2016,0,0.305,0.623,156560,0.6509999999999999,0.0,4,0.101,-6.988,0,0.345,82.07799999999997,4,0.29600000000000004,1964.0,132,0,552,350,2,5.63,194,28.11,17.82,0.1,9.88,6.72
Famous,Kanye West,19a3JfW8BQwqHWUMbcqSx8,"['chicago rap', 'rap']",1,20,2016-06-10,5,2,2016,0,0.0711,0.465,196040,0.735,0.0,6,0.0975,-3.715,1,0.117,173.935,4,0.409,2218.0,145,0,648,650,10,5.09,172,29.22,29.31,0.45,7.75,6.54
Daddy Lessons,Beyonce,71OvX5NNLrmz7rpq1ANTQn,"['dance pop', 'pop', 'post-teen pop', 'r&b']",1,13,2016-04-23,6,1,2016,0,0.273,0.643,287987,0.503,0.0,7,0.349,-8.37,1,0.21600000000000005,90.886,4,0.598,1959.0,118,0,192,225,1,5.22,196,9.8,11.49,0.05,10.01,6.02
Purple Lamborghini,Skrillex,6JyuJFedEvPmdWQW0PkbGJ,"['brostep', 'complextro', 'edm', 'electro', 'electro house']",0,1,2016-07-22,5,2,2016,0,0.0019,0.457,215510,0.899,0.0,10,0.831,-2.591,0,0.132,147.268,4,0.298,2022.0,129,0,408,200,1,5.53,212,20.18,9.89,0.05,10.48,6.38
River Of Tears,Alessia Cara,3ArYVrRb0lDBLzuJJqIXzC,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",1,15,2016-03-11,5,1,2016,0,0.928,0.388,254507,0.3720000000000001,0.0,6,0.146,-5.72,1,0.0468,89.70100000000002,4,0.285,2036.0,148,0,720,325,0,5.39,191,35.36,15.96,0.0,9.38,7.27
Sidewalks,The Weeknd,4h90qkbnW1Qq6pBhoPvwko,"['canadian contemporary r&b', 'canadian pop', 'pop']",1,18,2016-11-25,5,3,2016,0,0.147,0.542,231360,0.721,0.0,1,0.348,-5.136,0,0.0625,149.83100000000005,4,0.623,2124.0,125,0,456,475,7,5.4,214,21.47,22.36,0.33,10.08,5.89
Feel Invincible,Skillet,0i8JFpqe9cKwnrcvoNgl1L,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",1,12,2016-08-05,5,2,2016,0,0.00045,0.603,229933,0.8859999999999999,0.0,5,0.26,-3.777,0,0.0837,126.025,4,0.395,2085.0,113,0,480,525,0,5.49,219,23.02,25.18,0.0,10.5,5.42
Self Control,Frank Ocean,5GUYJTQap5F3RDQiCOJhrS,"['alternative r&b', 'lgbtq+ hip hop', 'neo soul', 'pop']",1,17,2016-08-20,6,2,2016,0,0.765,0.5720000000000001,249668,0.209,0.0,8,0.35600000000000004,-10.413,1,0.0313,80.069,4,0.446,1464.0,97,0,840,300,0,4.94,152,57.38,20.49,0.0,10.38,6.63
pick up the phone,Young Thug,20dP2DaMHIAmwWAbp7peSr,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",1,14,2016-09-16,5,3,2016,0,0.114,0.711,252256,0.7390000000000001,0.0,7,0.226,-3.804,0,0.129,136.91899999999998,4,0.43,3079.0,207,0,384,1250,12,5.42,308,12.47,40.6,0.39,10.0,6.72
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,"['emo rap', 'miami hip hop']",1,11,2017-08-25,5,2,2017,0,0.469,0.872,119133,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.02100000000002,4,0.4370000000000001,1173.0,77,-1,744,350,7,5.86,110,63.43,29.84,0.6,9.38,6.56
Everybody Dies In Their Nightmares,XXXTENTACION,3GVkPk8mqxz0itaAriG1L7,"['emo rap', 'miami hip hop']",1,11,2017-08-25,5,2,2017,0,0.847,0.7340000000000001,95467,0.57,2.14e-05,7,0.112,-7.066,0,0.133,129.953,4,0.6890000000000001,1402.0,79,0,72,50,22,5.32,168,5.14,3.57,1.57,11.98,5.63
Leftovers,Dennis Lloyd,0dcuGoAIPAT7OrP5CGSVBA,['israeli pop'],0,1,2017-01-15,7,4,2017,0,0.6759999999999999,0.7240000000000001,192628,0.304,0.0,10,0.104,-11.462,0,0.23,153.906,3,0.305,1004.0,84,0,144,25,4,4.56,106,14.34,2.49,0.4,10.56,8.37
ocean eyes,Billie Eilish,7hDVYcQq6MxkdJGweuCtl9,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.816,0.511,200379,0.363,0.0317,4,0.084,-7.65,0,0.041,144.892,4,0.16899999999999998,853.0,39,0,432,525,0,5.51,97,50.64,61.55,0.0,11.37,4.57
XO Tour Llif3,Lil Uzi Vert,7GX5flRQZVHRAGd6B4TmDO,"['melodic rap', 'philly rap', 'rap']",1,16,2017-08-25,5,2,2017,0,0.00264,0.732,182707,0.75,0.0,11,0.109,-6.3660000000000005,0,0.231,155.096,4,0.401,2240.0,187,0,672,325,2,5.35,200,30.0,14.51,0.09,8.93,8.35
Fuck Love,XXXTENTACION,7AQim7LbvFVZJE3O8TYgf2,"['emo rap', 'miami hip hop']",1,11,2017-08-25,5,2,2017,0,0.0172,0.797,146520,0.5329999999999999,0.000152,0,0.103,-9.74,0,0.0412,131.036,4,0.329,815.0,34,1,0,75,0,5.0,98,0.0,9.2,0.0,12.02,4.17
idontwannabeyouanymore,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,"['electropop', 'pop']",0,9,2017-12-22,5,4,2017,0,0.737,0.483,203569,0.412,0.0,7,0.116,-8.461,1,0.0402,170.16299999999995,3,0.247,868.0,52,0,360,225,0,5.15,95,41.47,25.92,0.0,10.94,5.99
More Than You Know,Axwell Ingrosso,6h5PAsRni4IRlxWr6uDPTP,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",1,15,2017-07-28,5,2,2017,0,0.0275,0.6459999999999999,203000,0.741,0.0,5,0.312,-4.973,0,0.034,123.077,4,0.5710000000000001,1496.0,155,1,744,875,0,5.14,127,49.73,58.49,0.0,8.49,10.36
bellyache,Billie Eilish,51NFxnQvaosfDDutk0tams,"['electropop', 'pop']",0,1,2017-02-24,5,4,2017,0,0.46,0.695,179172,0.573,0.0734,4,0.482,-8.597000000000001,0,0.106,99.939,4,0.408,939.0,58,0,48,150,0,5.59,93,5.11,15.97,0.0,9.9,6.18
Happier,Ed Sheeran,2RttW7RAu5nOAfq6YFvApB,"['pop', 'uk pop']",1,16,2017-03-03,5,1,2017,0,0.536,0.522,207520,0.385,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.236,1148.0,72,0,624,375,0,5.37,104,54.36,32.67,0.0,9.06,6.27
Body,Loud Luxury,21RzyxY3EFaxVy6K4RqaU9,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'tropical house']",0,1,2017-10-27,5,3,2017,0,0.0476,0.752,163216,0.764,9.44e-05,1,0.0543,-4.399,1,0.038,121.958,4,0.5820000000000001,2033.0,204,0,576,250,8,5.09,187,28.33,12.3,0.39,9.2,10.03
Without You,Avicii,6Pgkp4qUoTmJIPn7ReaGxL,"['big room', 'dance pop', 'edm', 'pop', 'tropical house']",0,6,2017-08-10,4,2,2017,0,0.0016300000000000002,0.662,181673,0.858,0.0,2,0.0456,-4.8439999999999985,1,0.0428,133.993,4,0.295,996.0,55,0,96,150,2,4.98,96,9.64,15.06,0.2,9.64,5.52
